source_task,target_task,seed,source_matrix,target_matrix,is_identity_pair,probe_steps,task_gradient_norm,C_mse_avg_grad,C_mse_mean_cosine,mse_gradient_norm,task_mse_dot_product,raw_mse_distance,C_wasserstein_avg_grad,C_wasserstein_mean_cosine,wasserstein_gradient_norm,task_wasserstein_dot_product,raw_wasserstein_distance,C_kl_avg_grad,C_kl_mean_cosine,kl_gradient_norm,task_kl_dot_product,raw_kl_distance,zero_shot_source_return,zero_shot_source_success_rate,matrix_frobenius_distance,matrix_operator_distance,scratch_auc,transfer_auc,delta_auc,scratch_early_return,transfer_early_return,early_return_difference,scratch_final_return,transfer_final_return,final_return_difference,scratch_steps_to_success,transfer_steps_to_success,scratch_max_return,transfer_max_return,max_return_difference
1,2,0,"[[0.7071067690849304, -0.7071067690849304], [0.7071067690849304, 0.7071067690849304]]","[[6.123234262925839e-17, -1.0], [1.0, 6.123234262925839e-17]]",False,500,0.47010158002376556,0.764682412147522,0.4957052578218281,17.365132141113282,3.7808661460876465,14.95254979133606,0.7648187279701233,0.4957976394332945,17.365168190002443,3.781548500061035,14.95338397026062,0.4171818196773529,0.27647343892604115,38.255883407592776,4.577589988708496,20.31830668449402,-25.93733413890004,0.0,1.0823922157287598,0.7653668522834778,-591797.5288985297,-959528.2980805263,-367730.7691819966,-58.75704097822309,-53.6550549864769,5.10198599174619,-11.19063962250948,-31.020530424267054,-19.829890801757575,5000,7000,-10.424850622564554,-12.741693237796426,-2.316842615231872
1,3,0,"[[0.7071067690849304, -0.7071067690849304], [0.7071067690849304, 0.7071067690849304]]","[[-1.0, -1.2246468525851679e-16], [1.2246468525851679e-16, -1.0]]",False,500,0.49160854518413544,-0.7231090664863586,-0.5519729552790522,16.120934343338014,-3.8622560501098633,12.771702218055726,-0.7229171991348267,-0.5517964897677302,16.120972394943237,-3.861240863800049,12.772523283958435,-0.5371276140213013,-0.42555295340716837,33.15523996353149,-5.949560165405273,17.366822528839112,-334.7868391335011,0.0,2.613126039505005,1.8477591276168823,-504300.0028401613,-3929327.393823862,-3425027.3909837008,-63.70247673392296,-137.6678305953741,-73.96535386145115,-9.029838279634713,-202.07412992417812,-193.04429164454342,2000,,-9.029838279634713,-85.0686123341322,-76.03877405449748
1,4,0,"[[0.7071067690849304, -0.7071067690849304], [0.7071067690849304, 0.7071067690849304]]","[[1.5, 0.0], [0.0, 0.6000000238418579]]",False,500,0.5105294704437255,0.627122163772583,0.40742399673908947,23.091285514831544,4.470941066741943,21.7327091217041,0.6270808577537537,0.4074104418978095,23.0913125038147,4.4706525802612305,21.733530044555664,0.38806501030921936,0.24630891613196582,52.740417861938475,6.402586460113525,29.54971761703491,-21.792777323722838,0.0,1.280683994293213,1.2358598709106445,-324698.3183708275,-615655.9027574956,-290957.58438666817,-42.662469159066674,-47.039415537938474,-4.3769463788718,-8.808139611314981,-14.459415360540152,-5.651275749225171,1000,1000,-8.808139611314981,-11.696720084175467,-2.888580472860486
1,5,0,"[[0.7071067690849304, -0.7071067690849304], [0.7071067690849304, 0.7071067690849304]]","[[1.0, 0.75], [0.0, 1.0]]",False,500,0.4633266270160675,0.20417214930057526,0.18985517718192568,22.47209587097168,1.5304676294326782,21.21583695411682,0.20404458045959473,0.18973531294686835,22.472124099731445,1.5295133590698242,21.216674900054933,0.18583108484745026,0.17142468439415098,51.46341075897217,3.2336018085479736,28.826919651031496,-33.687896349281075,1.0,1.6717455387115479,1.4960448741912842,-616509.7299231216,-1195492.3414807767,-578982.611557655,-79.61665754020214,-90.21789470165967,-10.601237161457533,-17.372056879103184,-34.76426296904683,-17.39220608994365,7000,10000,-8.239772694557905,-30.664615279436113,-22.424842584878206
1,6,0,"[[0.7071067690849304, -0.7071067690849304], [0.7071067690849304, 0.7071067690849304]]","[[-1.0, 0.0], [0.0, 1.0]]",False,500,0.5256442472338676,-0.6558489799499512,-0.46505819298326967,17.007961750030518,-4.240700721740723,13.716660451889037,-0.6557607650756836,-0.4649750430136919,17.007998418807983,-4.240139961242676,13.717500591278077,-0.4570005238056183,-0.33000419177114965,35.45643091201782,-6.187773704528809,18.636945390701293,-334.75442956984045,0.0,2.0,2.0,-326747.136262618,-5463787.439602613,-5137040.303339995,-51.79871624410153,-93.81753550767898,-42.018819263577456,-8.869741969183087,-330.5912888258696,-321.7215468566865,3000,,-8.869741969183087,-71.84081943929195,-62.97107747010886
1,7,0,"[[0.7071067690849304, -0.7071067690849304], [0.7071067690849304, 0.7071067690849304]]","[[0.9192387461662292, -0.4949747323989868], [0.9192387461662292, 0.4949747323989868]]",False,500,0.42460711374878884,0.9707790017127991,0.5382249815389514,20.011910104751585,4.666150093078613,18.53935327529907,0.9710029363632202,0.5383297488093376,20.01194167137146,4.667233467102051,18.540188312530518,0.4642033874988556,0.2688659535720944,46.257250022888186,5.228430271148682,25.19109344482422,-19.71161770224571,0.0,0.42426401376724243,0.30000001192092896,-991122.533182241,-654088.9459026977,337033.5872795433,-70.1751860409975,-62.797130686044696,7.3780553549528065,-11.498121643438935,-22.693414049968123,-11.195292406529187,10000,5000,-10.032370851561428,-8.891744370013475,1.1406264815479528
2,0,0,"[[6.123234262925839e-17, -1.0], [1.0, 6.123234262925839e-17]]","[[1.0, 0.0], [0.0, 1.0]]",False,500,0.4402000281959772,-0.30888035893440247,-0.13766612596809863,20.26712989807129,-1.6031475067138672,17.565535640716554,-0.30892693996429443,-0.13769533336162568,20.267153882980345,-1.603391170501709,17.566182804107665,-0.07798609137535095,-0.023827633695327678,53.70511016845703,-1.0944452285766602,23.899058628082276,-99.5591998130083,0.0,2.0,1.4142135381698608,-476725.70784883574,-1806448.221155256,-1329722.5133064203,-86.0981619104743,-115.01284050047397,-28.914678589999667,-8.384526407159864,-55.66432665884495,-47.27980025168509,2000,,-8.04544975347817,-54.596079947799446,-46.55063019432127
2,1,0,"[[6.123234262925839e-17, -1.0], [1.0, 6.123234262925839e-17]]","[[0.7071067690849304, -0.7071067690849304], [0.7071067690849304, 0.7071067690849304]]",False,500,0.5005307145416736,0.712888777256012,0.37149859135970476,17.434737539291383,3.7852935791015625,14.617844390869141,0.7127541899681091,0.3714115952141583,17.43476538658142,3.7845847606658936,14.618490266799927,0.39591413736343384,0.20968659117352217,44.39665699005127,5.417476654052734,19.889567708969118,-20.754209230840207,0.0,1.0823922157287598,0.7653668522834778,-648698.5944533721,-1060535.4420503601,-411836.8475969881,-66.68810987323522,-73.99258773773909,-7.304477864503866,-18.092010236158966,-37.52117262668908,-19.429162390530113,5000,7000,-8.820567884109915,-15.6943074375391,-6.873739553429186
2,2,0,"[[6.123234262925839e-17, -1.0], [1.0, 6.123234262925839e-17]]","[[6.123234262925839e-17, -1.0], [1.0, 6.123234262925839e-17]]",True,500,0.47010158002376556,0.9729893803596497,0.5871948391199112,15.495281600952149,4.272191047668457,12.263093900680541,0.9731297492980957,0.5872911125421524,15.495312690734863,4.2728166580200195,12.263739275932313,0.4803852140903473,0.29750846782699225,37.21994762420654,5.150440216064453,16.685062646865845,-4.666971064172685,1.0,0.0,0.0,-591797.5288985297,-348503.29291298985,243294.23598553985,-58.75704097822309,-49.48258153684437,9.274459441378717,-11.19063962250948,-7.6978391472250225,3.492800475284457,5000,1000,-10.424850622564554,-6.322702178172767,4.102148444391787
2,3,0,"[[6.123234262925839e-17, -1.0], [1.0, 6.123234262925839e-17]]","[[-1.0, -1.2246468525851679e-16], [1.2246468525851679e-16, -1.0]]",False,500,0.49160854518413544,0.05300826206803322,-0.0018610840663313866,14.766386461257934,0.2562265992164612,10.850241994857788,0.05319298431277275,-0.001693467004224658,14.766418409347533,0.2571200728416443,10.85087685585022,-0.015281904488801956,-0.059875776246190074,32.98717575073242,-0.168395534157753,14.755750274658203,-107.63750174641609,0.0,2.0,1.4142135381698608,-504300.0028401613,-1946951.9657962024,-1442651.962956041,-63.70247673392296,-119.21551551222801,-55.51303877830505,-9.029838279634713,-56.570722456276414,-47.5408841766417,2000,11000,-9.029838279634713,-54.33889192789793,-45.309053648263216
2,4,0,"[[6.123234262925839e-17, -1.0], [1.0, 6.123234262925839e-17]]","[[1.5, 0.0], [0.0, 0.6000000238418579]]",False,500,0.5105294704437255,-0.10711093991994858,-0.04409122243523598,21.04331398010254,-0.6956633925437927,18.11707639694214,-0.10714588314294815,-0.04409963302314281,21.043336582183837,-0.6958910822868347,18.117711353302003,-0.06799910217523575,-0.05255540460348129,56.289678764343265,-1.2004201412200928,24.639064884185792,-75.57312215268612,0.0,2.1470911502838135,1.899999976158142,-324698.3183708275,-1296190.294412896,-971491.9760420686,-42.662469159066674,-77.86516356691718,-35.2026944078505,-8.808139611314981,-55.546508906781675,-46.7383692954667,1000,12000,-8.808139611314981,-17.332698537409307,-8.524558926094326
2,5,0,"[[6.123234262925839e-17, -1.0], [1.0, 6.123234262925839e-17]]","[[1.0, 0.75], [0.0, 1.0]]",False,500,0.4633266270160675,-0.5445889234542847,-0.3975132768508047,20.45963759422302,-3.7133665084838867,17.737549018859863,-0.5447165369987488,-0.39763379311189057,20.459661436080932,-3.7142410278320312,17.73819851875305,-0.1986456662416458,-0.13459411230869592,54.664292907714845,-3.6866252422332764,24.125156688690186,-168.9477766931057,0.0,2.462214469909668,2.075183868408203,-616509.7299231216,-2831449.689260125,-2214939.9593370035,-79.61665754020214,-139.62908223569394,-60.0124246954918,-17.372056879103184,-152.44972292482854,-135.07766604572535,7000,,-8.239772694557905,-111.34377070069313,-103.10399800613523
2,6,0,"[[6.123234262925839e-17, -1.0], [1.0, 6.123234262925839e-17]]","[[-1.0, 0.0], [0.0, 1.0]]",False,500,0.5256442472338676,0.0603146106004715,0.01965636289678514,15.109994840621948,0.3459077775478363,11.054927921295166,0.06040240824222565,0.019739359710365535,15.110026836395264,0.3464120626449585,11.055578804016113,0.0061471969820559025,-0.02168610175140202,35.46969118118286,0.08350250124931335,15.035677099227906,-329.73518576622007,0.0,2.0,2.0,-326747.136262618,-5159020.498877764,-4832273.362615146,-51.79871624410153,-81.34153531491756,-29.542819070816037,-8.869741969183087,-327.5330285340548,-318.66328656487167,3000,,-8.869741969183087,-71.84081943929195,-62.97107747010886
2,7,0,"[[6.123234262925839e-17, -1.0], [1.0, 6.123234262925839e-17]]","[[0.9192387461662292, -0.4949747323989868], [0.9192387461662292, 0.4949747323989868]]",False,500,0.42460711374878884,0.6715944409370422,0.36551247350871563,17.962155914306642,2.891530990600586,15.276595211029052,0.6718220710754395,0.36562118083238604,17.96218338012695,2.8925156593322754,15.277240753173828,0.24351610243320465,0.12166514052078128,45.87139253616333,2.731569290161133,20.785869455337526,-20.563464304804803,0.0,1.162571668624878,1.0653667449951172,-991122.533182241,-768904.8417113721,222217.6914708689,-70.1751860409975,-87.26107444912195,-17.085888408124447,-11.498121643438935,-9.03133781850338,2.466783824935556,10000,2000,-10.032370851561428,-9.03133781850338,1.0010330330580484
3,0,0,"[[-1.0, -1.2246468525851679e-16], [1.2246468525851679e-16, -1.0]]","[[1.0, 0.0], [0.0, 1.0]]",False,500,0.4402000281959772,-0.9196240305900574,-0.5352271928451955,19.554996299743653,-4.6023101806640625,15.563290166854859,-0.9197216033935547,-0.5352872363291681,19.555022621154784,-4.602805137634277,15.563985538482665,-0.5131198763847351,-0.30336007196456194,48.606058502197264,-6.508993148803711,21.1323600769043,-326.87860904932023,0.0,2.8284270763397217,2.0,-476725.70784883574,-6004444.168694317,-5527718.460845482,-86.0981619104743,-186.33254091143607,-100.23437900096177,-8.384526407159864,-332.0555867940187,-323.67106038685887,2000,,-8.04544975347817,-134.3971553504467,-126.35170559696853
